code,name,address,phone
3732071405,禾欣牙醫診所,桃園市龜山區復興一路108巷1號,033277895
3732071441,小哈佛牙醫診所,桃園市龜山區文化二路38-3號2樓之7,033960136
3732071450,正光牙醫診所,桃園市龜山區南祥路55號,033526313
3732071478,啟安牙醫診所,桃園市龜山區中興路412號1樓,033299055
3732071503,華雅牙醫診所,桃園市龜山區復興一路332號1樓,033185985
3732071521,孫福龍牙醫診所,桃園市龜山區自強南路694號1樓,033500618
3732071530,梵谷美學牙醫診所,桃園市龜山區南祥路83號1樓、85號1樓,033228818
3732071549,四維龍華牙醫診所,桃園市龜山區萬壽路一段132號1樓,0282005580
3732071567,品悅牙醫診所,桃園市龜山區萬壽路一段230號1樓、2樓,0282090106
3732071576,泓泰牙醫診所,桃園市龜山區萬壽路二段1242-1號1、2樓及1242-2號1、2樓,033192900
3732071585,立潔牙醫診所,桃園市龜山區文化二路34巷14弄20號1樓,033288383
3732071594,同心圓牙醫診所,桃園市龜山區中興路312號1樓,033207258
3732071601,蒲公英牙醫診所,桃園市龜山區復興北路32號1－2樓,033970132
3732071610,樂心牙醫診所,桃園市龜山區龍新街58號1樓,0282008696
3732071629,安允牙醫診所,桃園市龜山區文化二路38－10號1樓,033273810
3732080011,十全牙醫診所,桃園市八德區大華里介壽路二段31號,033621549
3732080057,南芳牙醫診所,桃園市八德區大忠里介壽路一段1005號,033617634
3732080084,惠森牙醫診所,桃園市八德區大同里廣福路156號,033634137
3732080093,慶生牙醫診所,桃園市八德區介壽路二段386號,033665380
3732080146,天保牙醫診所,桃園市八德區桃鶯路105號,033639886
3732080191,良璦牙醫診所,桃園市八德區大成里介壽路一段910號,033633831
3732080208,立民牙醫診所,桃園市八德區大華里介壽路二段423號,033637204
3732080262,聯宇牙醫診所,桃園市八德區銀和街85號1Ｆ,033744130
3732080315,東洋牙醫診所,桃園市八德區介壽路二段1153號,033655439
3732080324,民光牙醫診所,桃園市八德區介壽路一段745之1號1樓、2樓,033665081
3732080333,慶祥牙醫診所,桃園市八德區高明里高城路32號1樓,033791442
3732080379,大湳牙醫診所,桃園市八德區忠勇一街39號1樓,033673837
3732080388,爾美牙醫診所,桃園市八德區介壽路一段878號,033611716
3732080413,潔恩牙醫診所,桃園市八德區大和路132號1－2樓,033768125
3732080431,十大牙醫診所,桃園市八德區義勇街104號1樓,033670081
3732081465,陳建成牙醫診所,桃園市八德區介壽路二段1014號,033688070
3732081483,千大牙醫診所,桃園市八德區介壽路一段800號,033750999
3732081492,宏倫牙醫診所,桃園市八德區介壽路二段1167號,033680549
3732081536,新格牙醫診所,桃園市八德區介壽路一段926號,033669168
3732081581,優美牙醫診所,桃園市八德區桃鶯路56號1、2樓,033754393
3732081590,福安牙醫診所,桃園市八德區廣福路165號1樓,033714951
3732081616,中悅牙醫診所,桃園市八德區義勇街27號1、2、3、5樓及29號1樓,033777222
3732081634,興豐牙醫診所,桃園市八德區興豐路304─1號1樓、2樓,033651616
3732081643,禾悅牙醫診所,桃園縣八德市建國路1180號、1182號、1180－1號,033661222
3732081652,樂沛牙醫診所,桃園市八德區大智路131號及133號1樓,033770885
3732081661,優品牙醫診所,桃園市八德區介壽路一段892號1－3樓,033663651
3732081670,康爾牙醫診所,桃園市八德區義勇街100號1－3樓,033622226
3732081689,泰豐牙醫診所,桃園市八德區廣福路192號1－2樓,033639912
3732081698,廣福牙醫診所,桃園市八德區廣福路134號1樓,033610996
3732081705,米淇牙醫診所,桃園市八德區忠勇街209號1樓,033770228
3732081714,上新牙醫診所,桃園市八德區介壽路一段1001號1樓,033665667
3732090080,博隆牙醫診所,桃園市龍潭區中山里東龍路276號,034792992
3732090106,杏昌牙醫診所,桃園市龍潭區九龍里中興路431號1樓、2樓,034896600
3732090133,龍潭陳牙醫診所,桃園市龍潭區北龍路212號,034799279
3732090151,傅牙醫診所,桃園市龍潭區五福街11號,034705671
3732090160,明德牙醫診所,桃園市龍潭區建國路81號,034895848
3732090188,第一牙醫診所,桃園市龍潭區三林里建國路25巷3號,034803038
3732090197,台林牙醫診所,桃園市龍潭區民族路294巷9號,034700529
3732090231,詠嘉牙醫診所,桃園市龍潭區烏林里中豐路291號,034897883
3732090240,偉翔牙醫診所,桃園市龍潭區北龍路53號,034994117
3732091238,北龍牙醫診所,桃園市龍潭區華南路1段117號1樓,034798475
3732091247,維安牙醫診所,桃園市龍潭區中興路352號,034995738
3732091283,龍潭喬治牙牙醫診所,桃園市龍潭區北龍路250號一樓,034805500
3732091309,學林牙醫診所,桃園市龍潭區高源里渴望路428號Ｂ1,034072387
3732091318,名人牙醫診所,桃園市龍潭區華南路一段十四號,034899110
3732091336,龍華牙醫診所,桃園市龍潭區東龍路141號1樓,034095515
3732091345,青蘋果牙醫診所,桃園市龍潭區建國路46號1樓,034709489
3732091354,瑞龍牙醫診所,桃園市龍潭區中正路272號1樓,034805289
3732091363,欣揚牙醫診所,桃園市龍潭區中興路305號1樓、2樓,034991694
3732091372,國家中山科學研究院石園牙醫診所,桃園市龍潭區文化路6巷35號2樓,034712109
3732100054,宏昌牙醫診所,桃園市平鎮區湧光里南豐路9號,034695993
3732100072,潔明牙醫診所,桃園市平鎮區北勢里和平路33號,034578856
3732100125,健行牙醫診所,桃園市平鎮區山峰里中豐路山頂段295號,034692809
3732100134,明皓牙醫診所,桃園市平鎮區振興路36號,034578065
3732100143,和平牙醫診所,桃園市平鎮區延平一段100號,034229789
3732100161,今人牙醫診所,桃園市平鎮區北勢里金陵路120號,034591858
3732100170,全美牙醫診所,桃園市平鎮區中豐路山頂段198號,034692678
3732100278,精品牙醫診所,桃園市平鎮區育達路二段96號,034942765
3732100312,誠泰牙醫診所,桃園市平鎮區龍南路144號1樓,034603489
3732100321,杏華牙醫診所,桃園市平鎮區中豐路山頂段245號,034699992
3732100349,現代牙醫診所,桃園市平鎮區北勢里金陵路70號,034575728
3732101524,景福牙醫診所,桃園市平鎮區育達路220號1樓222號1樓,034919986
3732101533,宜安牙醫診所,桃園市平鎮區育達路185號,034935584
3732101542,大安牙醫診所,桃園市平鎮區山頂段中豐路305號,034193990
3732101579,耀潔牙醫診所,桃園市平鎮區中豐路山頂段151號1樓,034693909
3732101588,伯恩牙醫診所,桃園市平鎮區文化街227號1樓,034010666
3732101613,清新牙醫診所,桃園市平鎮區金陵路43之4、5號,034683210
3732101622,豐禾牙醫診所,桃園市平鎮區民族路三段87號,034953009
3732101631,米樂牙醫診所,桃園市平鎮區廣明路69號1樓及地下1樓,034915257
3732101640,明樓牙醫診所,桃園市平鎮區南京路5號1樓,034397979
3732101668,文中牙醫診所,桃園市平鎮區振興西路56號1樓2樓,034932223
3732101695,柯壹牙醫診所,桃園市平鎮區上海路188號2樓,034393555
3732101702,向樂牙醫診所,桃園市平鎮區文化街218號1樓、2樓,034921492
3732101711,維康牙醫診所,桃園市平鎮區民族路2段223號1樓,034952332
3732101720,維多麗牙醫診所,桃園市平鎮區康樂路44號1樓、2樓,034262888
3732110014,長青牙醫診所,桃園市新屋區中山路416號、416-1號,034773367
3732111057,葉倫穗牙醫診所,桃園市新屋區中正路55巷7號,034770783
3732111066,綺美牙醫診所,桃園市新屋區中山路325號,034972000
3732111075,佑達牙醫診所,桃園市新屋區中山路258號1樓,034870608
3732120047,怡安牙醫診所,桃園市觀音區新坡里中山路二段629號,034981585
3732121115,草漯牙醫診所,桃園市觀音區草漯里大觀路二段39號,034836063
3732121124,旭東牙醫診所,桃園市觀音區忠愛路一段106號1樓,034081638
3732121160,家福牙醫診所,桃園市觀音區中山路59號1樓,034737267
3732121179,揚洋牙醫診所,桃園市觀音區大觀路二段236號1樓至4樓,034761222
3732130525,偉恩牙醫診所,桃園市復興區三民里11鄰31號,033825431
